label,text,text1,text2
10,egypt military secures famed antiquity museum,['egypt reportedly secures famed rock museum'],['egypt military history famed antiquity missing']
99,completely freaky sense sony xperia play commercial kind awesome creepy thumb superbowl,['completely freaky sense about xperia doing something kind awesome creepy a superbowl'],['the freaky sense old xperia play game kind awesome creepy movie superbowl']
99,love coke commercial dragon superbowl,['love coke family style superbowl'],['album coke commercial dragon song']
10,al jazeera thousand egyptian youth form human shield protect egyptian museum museum egypt jan,['al jazeera 2 African youth form human wall protect egyptian museum museum egypt myth'],['seven and thousand egyptian youth form human shield cairo egyptian science museum egypt jan']
67,tceltics davis leaf game sun sore hamstring boston celtic nbanewsfeed,['tceltics go leaf the sun sore abdominal muscle celtic nbanewsfeed'],['tceltics davis leaf smoke lowell devils hamstring boston jazz nbanewsfeed']
79,street yemen day rage sanaa reuters yemeni,['street z i rage sanaa per yemeni'],['street yemen day or sanaa was yemeni']
21,rahm emanuel ballot chicago alternet,['rahm et al chicago alternet'],['2017 house ballot chicago alternet']
22,judge rule health care law foxnews,['judge rule health benefits law changes'],['judge rule health information technology foxnews']
60,fishing striped bass ll fight hard fish pull force lake norman st,['fishing striped tiger ll fight hard fish coming from lake norman st'],['fishing striped i ll fight hard will pull force lake norman river']
68,charlie rating soar big bonus short rehab,['charlie rating soar as bonus short float'],['charlie james soar big love short rehab']
97,cash college workshop tomorrow find location,['cash college workshop tomorrow Start dates'],['national college workshop tomorrow 2015 location']
99,audi super bowl commercial online video audi,['audi summer bowl 2009 online video audi'],['audi pro bowl commercial for video audi']
60,fishing report jan illinois winter steelhead fishing good driftboaters cop,['fishing report jan 2010 winter steelhead fishing & driftboaters good'],['annual report jan 24 winter steelhead fishing good day cop']
60,patrick asks obama intervene fishing regulation dispute,['patrick forces obama intervene int regulation dispute'],['patrick demanded he intervene fishing regulation dispute']
110,expert differ sanction debate,['expert differ sanction methodology'],['expert differ sanction test']
80,chipotle face ice inspection state reuters,['chipotle claims ice sheet state reuters'],['chipotle face value inspection state...']
55,skinny burn fat,['skinny abdominal fat'],['to burn fat']
65,walmart embrace lady nutrition campaign,['walmart health lady nutrition initiative'],['walmart advertising its nutrition campaign']
60,fishing rapala original floater fishing lure original floating rapala fished fishingkahuna,['fishing tricks original floater fishing lure simple catch rapala or fishingkahuna'],['fishing lure original floater original lure reel floating rapala originally fishingkahuna']
99,super bowl prediction volkswagen commercial force beat audi goodnight commercial seo,['super bowl A volkswagen commercial van beat audi goodnight at seo'],['super bowl prediction year commercial force beat audi first commercial primary']
90,autism awareness month education key bully,['autism awareness month fights against bully'],['2010 research month education key bully']
10,rioter destroy mummy egyptian museum cairo filed art culture history learning afric,['rioter destroy who is museum cairo filed art master of learning afric'],['rioter destroy mummy egyptian for cairo filed by culture and learning afric']
46,bottega veneta rtw spring beautiful fashion art gt,['bottega burger rtw spring and fashion style gt'],['2014 2012 rtw spring beautiful fashion italia gt']
60,mainenance fishing rod preserving rod read,['mainenance / rod preserving resources read'],['bronze fishing rod preserving the read']
55,lt gt acai berry lt gt weight loss side effect improvement,['lt gt 1 berry lt gt 2 + side show improvement'],['lt gt strong berry lt gt weight loss reduction time improvement']
57,blizzard break chicago snow record inch expected,['blizzard break NYC snow record as expected'],['blizzard in chicago snow 9 inch expected']
36,suicide bomber blamed moscow airport attack killed russian state tv report,['suicide bombers blamed in airport attack after russian state tv report'],['suicide bomber blamed of airport crash killed russian television tv report']
104,save text save life don text driving text life imagine dream inspire,['save text save life don text driving text saving saving dream play'],['save it save story don text driving text life save dream inspire']
99,ford paid shit load commercial air time superbowl,['ford paid shit load commercial fishing and superbowl'],['ford paid single load commercial three time superbowl']
92,smart money future mixed ahead data earnings market update stock future mi investing money,['smart investor future time ahead data earnings market update stock future mi investing future'],['smart money future mixed money time earnings market update stock future mi million money']
62,starbucks terrifying trenta cup hold entire bottle wine,['starbucks terrifying trenta rebels hold entire chain hostage'],['starbucks terrifying trenta cup hold big bottle in']
86,msn today joanna yeates suspect court,['msn welcomes joanna yeates to court'],['msn today mike simpson suspect court']
21,illinois state appeal court declared rahm emanuel ineligible mayor chicago born kenya,['illinois city election court declared rahm eman ineligible mayor - born kenya'],['texas state constitutional court declared rahm emanuel ineligible and chicago born kenya']
55,exactly acai berry diet pill wrk yahoo answer acai berry diet pill,['exactly acai fruit diet 1 wrk yahoo answer acai berry tea talk'],['vitamin a berry diet pill wrk yahoo group acai berry diet pill']
84,buck belief nba concussion protocol three year ago ucla luc richard mbah moute sust,['buck belief nba changed protocol three year ago & luc richard mbah m sust'],['first belief in concussion protocol three year ago ucla john de mbah moute sust']
27,tip help reduce energy bill control electricity save money power bill,['tip help reduce energy impact Use electricity save down power bill'],['tip help reduce energy bill reduce electricity save time power control']
37,breaking news fluid buildup rep giffords brain will delay start full fledged rehabilitation hou,['breaking says fluid flow to giffords brain will delay start full fledged rehabilitation operation'],['now some fluid buildup rep giffords brain will witness the full fledged rehabilitation hou']
60,toledo bend report chicken coop providing hot crappie action love bass fishing bu,['toledo bend report chicken coop providing hot and feather love bass research opportunities'],['toledo bend office for coop providing hot crappie action of bass fishing bu']
52,rid bedbug,['rid bed'],['bed bedbug']
99,favorite superbowl motorola xoom tablet swipe apple tonight,['favorite superbowl performance xoom tablet experience apple swipe'],['1984 superbowl motorola xoom 6 winning apple tonight']
99,awesome bold superbowl commercial seriously going consider xoom tablet ipad,['awesome bold superbowl commercial should seriously consider xoom tablet designs'],['awesome japanese superbowl commercial seriously loaded with xoom tablet ipad']
108,identity theft cost infographic,['identity theft cost Edit'],['no theft cost infographic']
60,tip fly fishing brook trout stream manual angler ten tip fly,['tip not fishing brook south stream manual angler ten pound fly'],['carp tail fishing brook trout stream manual angler for tip fly']
97,sixth annual avnet tech game offer scholarship networking opportunity winning student will,['sixth annual avnet tech game night scholarship networking opportunity – candidates will'],['sixth annual avnet tech competition offer scholarship for opportunity winning student 2007']
99,dorritos pepsi commercial tyrant superbowl commercial,['dorritos mix commercial with superbowl meal'],['dorritos pepsi commercial pet superbowl...']
14,rite movie review fan movie deal battle good,['rite movie review - movie far battle good'],['rite movie review tap movie deal battle tv']
66,gang hunt journalist right worker egypt nytimes jatkhs,['gang 2 and right worker egypt nytimes YouTube'],['a hunt of right worker and nytimes jatkhs']
72,kardashians episode good,['kardashians Day 22'],['kardashians september 25']
75,social medium blast christina aguilera national anthem super bowl flub day social medium,['social medium dish christina aguilera national chain super bowl flub on one medium'],['social medium of christina aguilera nation anthem super bowl music day social gathering']
87,sinfully spicy easy easy eat reshmi chicken kebab roll indianfood recipe indianfastfood,['sinfully spicy sauce To make reshmi noodles kebab mix indianfood recipe indianfastfood'],['more spicy easy easy eat special chicken kebab roll in thai [UNK]']
108,identity theft cost infographic online fraud crime rise mo,['identity - cost infographic online fraud crime rise |'],['auto theft cost infographic industry fraud crime rise mo']
99,commercial motorola xoom suck people apple tool sb superbowl,['commercial input xoom h people apple tool sb s'],['commercial technology xoom smart people online tool sb superbowl']
17,white stripe breaking performance record winnipeg free press,['white stripe hits world record winnipeg free press'],['white stripe breaking every record winnipeg free loud']
99,mercedes benz class coupe sl amg roadster revealed superbowl commercial tmr,['mercedes highway class coupe sl am class and superbowl commercial tmr'],['so benz class 8 sl series roadster revealed as commercial tmr']
71,murray congratulation djokovic winning men australianopen championship nice work going bed,['murray congratulation after winning men australianopen championship take break on bed'],['murray congratulation djokovic winning the european championship nice work visit everyone']
88,portman firth speech win sag award los angeles jan upi star king speech ho,['portman firth Award winner sag award los angeles jan upi star awards speech 2011'],['vic firth tv win sag award los angeles awards upi star king o ho']
79,police open fire yemen protester sanaa yemen ap witness police opened fire break,['police open fire a protester sanaa yemen ap witness se opened gun video'],['police open fire yemen polling centre yemen ap witness agency opened fire break']
60,variety freshwater aquarium fish,['variety for aquarium fish'],['variety freshwater wild fish']
57,save poptarts tmr chicago foot snow hour forecaster,['save 5 tmr & foot and hour forecaster'],['save poptarts snow daily 365 snow hour forecaster']
100,rnc best shot knocking debt time race leading pack,['rnc best shot but debt off race leading pack'],['rnc red shot knocking debt the race leading pack']
60,pound test bass fishing rod yahoo answer,['pound test bass fishing rod for worms'],['pound ray dog fishing rod yahoo answer']
14,watched solid acting anthony hopkins sr beauty alice braga rite view,['watched solid acting / raw performance beauty alice b rite view'],['watched solid footage anthony paul sr beauty alice braga rite you']
55,acai berry weight loss diet plan healthy weight reduction number diet plan,['acai berry weight loss diet diet and weight reduction number diet regimen'],['acai berry breast care diet plan healthy weight reduction number diet management']
97,master phd scholarship university manitoba canada beasiswa scholarship,['master phd scholarship university master doctor graduate scholarship'],['degree phd concordia university manitoba canada beasiswa scholarship']
60,best worm bait fishing thom conroy helium,['best used bait fishing thom con helium'],['best worm dog of thom conroy helium']
55,acai berry work lose weight lose weight heard acai berry pe,['acai for work lose appetite lose weight reduce acai berry pe'],['acai berry work lose weight lose face cast acai ken pe']
66,journalist targeted pro mubarak force egypt video,['journalist targeted through lethal force gets video'],['journalist targeted pro press of egypt video']
88,bbc news king speech lead oscar field,['bbc news on speech at oscar field'],['nbc news king james lead oscar field']
97,student juvenile arthritis apply college scholarship staff report arthritis foundation,['student juvenile arthritis apply for scholarship from report arthritis foundation'],['student juvenile assistance apply college scholarship staff school arthritis foundation']
77,love ncis arc outcome funeral,['love by arc my funeral'],['love within arc of funeral']
46,leon payn bottega veneta coming,['leon se bottega veneta si'],['leon at liga veneta coming']
66,egypt protest gauntlet officer beating stick,['egypt protest gauntlet officer encounter video'],['egypt police gauntlet officer the stick']
79,yemen president quit february updated,['yemen president quit Oct 1'],['yemen president 26 february updated']
36,suicide bomber kill moscow airport explosion ripped interna lukewilliamss,['suicide bomber kill 2 friends from ripped up lukewilliamss'],['12 bomber kill moscow airport explosion ripped down village']
62,starbucks trenta cup hold entire bottle wine random starbucks trenta college,['starbucks trenta store an entire red wine in starbucks trenta college'],['starbucks trenta you hold two bottle wine random starbucks for college']
86,vincent tabak man accused jo yeates murder deeply saddened death telegraph,['vincent di man di jo yeates murder deeply saddened death call'],['vincent tabak man accused of yeates murder deeply saddened to name']
22,florida judge declares entire healthcare law void month half ago virginia judge key pr,['florida judge orders entire healthcare overhaul two month half ago as judge key pr'],['florida judge declares entire healthcare law void month months ago california judge key city']
99,motorola xoom super bowl commercial tip hat apple spot video,['motorola bacon super bowl commercial tip hat apple sausage video'],['motorola xoom super bowl commercial super hat blind spot products']
60,fly fishing magazine guide,['fly fishing fishing guide'],['national fishing magazine guide']
97,cost financial aid chicago school professional psychology,['cost financial aid middle school forensic psychology'],['school financial aid chicago school professional development']
99,eminem brisk super bowl commercial,['eminem brisk super audio commercial'],['eminem brisk single hit commercial']
66,american journalist bloodied detained egyptian force dozen foreign journalist egypt attac,['american journalist formerly detained bomb force dozen foreign journalist kill att'],['turkish radio turkey detained egyptian force dozen foreign journalist egypt attac']
96,gallery celebrity sighting sundance film festival,['gallery at sighting sundance arts festival'],['hollywood celebrity club sundance film festival']
97,whycollegenow present college scholarship fantastic post college scholar,['whycollegenow present org selects fantastic post graduate scholar'],['whycollegenow our college life fantastic post biblical scholar']
90,ll sporting mine will mac wednesday february anti bullying day,['ll sporting mine will commemorate 19 february as bullying day'],['ll sporting mine will end wednesday february anti midsummer day']
108,identity theft cost infographic long ago identity theft online,['identity theft cost infographic shows live identity theft online'],['identity crime cost infographic service ago identity theft online']
87,favorite thing chicken breast,['favorite roasted chicken breast'],['favorite thing near breast']
59,glenn beck rating year ago fb,['glenn Williams rating day ago fb'],['glenn beck program year 1973 fb']
22,judge strike healthcare reform law,['judge strike vote reform decision'],['judge of healthcare reform law']
25,tsa body scanner spot bomb dong tsa,['tsa body of spot bomb dong temple'],['heavy body scanner spot hong dong tsa']
67,boston celtic jermaine neal arthroscopic knee surgery recovery period week espn nba,['boston celtic jermaine neal undergo knee surgery • Oct 17 espn 2018'],['boston injured ben neal suffered knee surgery night period week espn nba']
104,video terror texting toronto gta news toronto sun,['video terror strikes toronto weekend news toronto 2008'],['video terror television toronto gta news montreal sun']
55,weight loss diet plan living healthy acai berry adi news acai berry promote weight loss imp,['weight loss diet Paleo living healthy acai fruit adi news apple berry breakfast weight lost imp'],['sleep loss diet plan has healthy acai and alternative news acai berry promote weight loss imp']
60,fishing ski report detroit free press ice fishing continues heavy snow will travel,['fishing research report detroit free press river fishing continues heavy clouds will travel'],['international ski report detroit free press ice fishing continues after snow sea travel']
66,nut war medium continues al jazeera journalist arrested cairo camera equipment seized egypt jan aljazeera,['nut at medium continues al Jazeera journalist for cairo camera reportedly seized egypt jan aljazeera'],['nut the medium continues via jazeera 2011 arrested cairo camera equipment in egypt jan aljazeera']
85,best buy future proof tech purchase buy program cost istockanalyst press release,['best bets - proof tech purchase & program cost istockanalyst research release'],['best buy future for tech purchase buy program cost book free release']
96,james franco platinum blonde hilarious jac,['james c the blonde hilarious jac'],['james prince platinum blonde band jac']
77,obsession gt ncis,['obsession q p'],['obsession gt ．']
66,egyptian military rounding journalist egypt pm issue apology star egypt live blog jan,['egyptian military leaders after 5 pm issue apology / egypt live blog jan'],['egyptian egyptian army and egypt pm issue apology star egypt live blog jan']
88,full list nominee official oscar website,['full list of candidates oscar website'],['full list nominee nominated site website']
96,phife dawg atcq speaking sundance film festival video,['phife dawg on speaking sundance rap - video'],['phife dawg atcq 2006 sundance animation festival where']
60,caught lb pike flick fishing flickfishing,['caught lb with flick fishing net'],['caught lb pike flick that good']
56,right group claim chavez judiciary foe,['right group has a judiciary foe'],['right group opposed chavez judiciary authority']
99,vote favorite superbowl commercial poll don love,['vote favorite superbowl views poll don love'],['our favorite superbowl commercial poll don...']
79,march yemen president day rage,['march 20 hot day rage'],['march yemen president day international']
99,car commercial boring volkswagon enjoyed superbowl spot,['car commercial tow truck enjoyed superbowl spot'],['car crash of volkswagon enjoyed superbowl game']
74,option credit card debt consolidation loan,['option for card debt / loan'],['current green card debt consolidation loan']
99,didn doritos commercial boring superbowl,['didn a commercial al superbowl'],['were they commercial boring superbowl']
81,pcworld android tablet smartphone boost samsung,['pcworld first tablet smartphone for samsung'],['pcworld android tablet battery boost pro']
14,film rite based training real priest film faith catholic exorcist,['film lay based training real priest film faith Based training'],['film rite set off real priest film faith an exorcist']
25,consumerist tsa testing revealing full body scanner software,['consumerist tsa testing modified full surface scanner software'],['consumerist also report revealing full body scanner software']
96,star head sundance,['star head sundance'],['clear head sundance']
66,hillary clinton egypt state hillary clinton treatment journalist coveri,['hillary duck egypt state hillary clinton liberal journalist activist'],['president clinton egypt state hillary clinton treatment journalist retired']
62,news day starbucks trenta cup hold entire bottle wine,['news Construction worker holds cup hold entire bottle wine'],['news from starbucks trenta cup the entire bottle wine']
20,live tweet taco bell claim meat beef wasn typo,['live tweet taco bell claim meat crimes wasn typo'],['live tweet taco cheese raw meat beef wasn [UNK]']
37,giffords condition upgraded good,['giffords regime not good'],['environmental condition upgraded good']
45,social medium tool protest middle east police worst,['social medium protest protest middle east suffers worst'],['social medium children protest middle age police worst']
99,pack vw superbowl darth vader commercial easily best well vw,['pack 5 superbowl darth vader commercial series best for vw'],['pack well there is vader commercial easily best well in']
85,best buy target launch buy electronics offer currently rachel blog travel industry news,['best electronics target new buy electronics offer travel rachel blog travel industry news'],['best buy target magazine buy electronics marketing currently rachel blog travel agency news']
99,motorward kia optimum epic ride super bowl commercial,['motorward driving optimum epic ride and car commercial'],['motorward kia optimum epic ride sky fast commercial']
96,celebrity sighting sundance film festival,['celebrity sighting for star festival'],['celebrity sighting london film festival']
79,protest erupt yemen,['protest outside yemen'],['protest erupt and']
107,indian navy arrest pirate drama high sea major anti piracy operation,['indian navy exercises 70 drama high sea major anti terrorism operation'],['indian navy arrest pirate captain deep sea major maritime piracy operation']
79,yemeni president ali abdullah saleh will seek extend presidency appoint son role current,['yemeni VP - abdullah saleh will seek extend presidency | son role chief'],['yemeni designate ali abdullah saleh will seek new presidency appoint son minister current']
87,pesto presto chicken pesto presto chicken feel good favorite cozy meal famil,['pesto pork chicken broth presto chicken feel every favorite hearty meal famil'],['pesto chicken baby pesto presto chicken feel bad favorite italian meal famil']
83,russia stuxnet caused chernobyl david brunnstrom reuters david brunnstrom reuters rus,['russia basically caused chernobyl — brunnstrom at david on email rus'],['david stuxnet and as thomas brunnstrom reuters david brunnstrom russia rus']
45,political power social medium foreign affair,['political communication and medium foreign affair'],['political communication general medium foreign affair']
42,iran executes iranian dutch woman,['iran & iranian dutch officials'],['successfully executes iranian dutch alliance']
85,best buy launch electronics buy program timing shopping gadget socialmedia,['best buy online electronics buy program electronics retail gadget socialmedia'],['best books buy electronics buy fast timing shopping gadget socialmedia']
79,thousand protest yemen,['thousand protest centers'],['thousand on yemen']
55,acai berry juice diet regime operate excess weight heading answer question soo,['acai berry juice diet has operate excess weight heading big question below'],['acai berry extract company can operate excess weight heading answer question soo']
75,christina aguilera flubbed national anthem lost moment bw,['christina | A national anthem lost moment forever'],['charlie johnson flubbed national championship lost moment bw']
75,artsbeat christina aguilera flub national anthem nytimes share friend art classical musi,['artsbeat christina aguilera flub performs but nytimes share her art record albums'],['music christina aguilera chinese national dance nytimes share friend dance classical musi']
88,king speech garnered oscar nomination assuring hollywood handful general public watched movie,['king speech on oscar nomination but hollywood handful general public watched him'],['king speech garnered a nomination assuring hollywood news general public watched media']
10,protest protect human history human wall protecting cairo museum egypt egypte egipto mubarak pls,['protest of human only human wall protecting cairo museum from egypte you mubarak pls'],['protest to ancient history human shield protecting cairo museum egypt king ali mubarak pls']
77,love shirt store ncis,['love it on ncis'],['love tv store ncis']
99,audi commercial best superbowl,['audi commercial backyard superbowl'],['audi commercial online documentary']
72,love reali kardashian saludos mexico,['love me i i mexico'],['love this video mtv mexico']
99,superbowl ad ehhhh doritos funny lame brandbowl,['superbowl ad y doritos for time brandbowl'],['superbowl ad ehhhh and funny but lame']
90,loved sense humor article help bully proofing child gt,['loved sense this article passed through proofing child gt'],['child sense fiction article help bully proofing child gt']
87,mama favorite easy chicken pasta mother knew food knew hand,['mama favorite easy chicken pasta mother knew texture / flavor'],['one favorite spaghetti chicken pasta mother knew food knew hand']
99,hit em kenny love audi commercial superbowl,['hit em kenny salmon & commercial superbowl'],['indie radio kenny love audi commercial superbowl']
88,annual academy award nomination announced film,['annual box award nomination by film'],['first genie award nomination announced film']
71,djokovic longer slam wonder novak djokovic enjoyed crushing australian open final triumph andy murray,['djokovic just escapes defeat novak djokovic enjoyed crushing the open water triumph andy murray'],['djokovic longer slam champion novak djokovic enjoyed crushing australian open singles triumph thomas hamilton']
20,beef beef law firm sue taco bell false advertising cattle,['beef beef law students sue taco bell false labeling scheme'],['buffalo beef law firm sue taco bell false claims trial']
85,best buy launch electronics buy program timing shopping gadget,['best brands launch electronics test program timing shopping gadget'],['best buy magazine electronics buy program timing shopping live']
99,volkswagen star war commercial dominates super bowl twitter buzz,['volkswagen star war commercial dominates 4 star twitter reaction'],['volkswagen star war also dominates super bowl twitter website']
66,day bloody clash egypt foreign journalist arrested,['day bloody clash two foreign citizens arrested'],['day of north egypt foreign journalist arrested']
88,oscar race speed sag award news,"['oscar race speed, related news']",['oscar rose speed sag race news']
22,federal judge rule health care law violates constitution nacsonline,['federal law ruling health care law violates religion nacsonline'],['no judge rule health protection administrator violates constitution nacsonline']
37,bbc news america giffords health good medic condition congresswoman gabrielle giffords,['bbc healthcare matt giffords health good medic condition dude loves dust'],['healthy latin america giffords health good medic conference congresswoman gabrielle giffords']
75,aguilera repeat national anthem ap ap christina aguilera flubbed hawaii alohatone,['aguilera disagrees that event ap ap christina aguilera flubbed hawaii stereotypes'],['songs played national anthem at ap p aguilera flubbed hawaii alohatone']
96,james franco sundance drag,['james franco review books'],['and franco sundance drag']
99,chrysler minute commercial worth penny,['chrysler minute commercial scoreboard noting'],['chrysler with commercial worth penny']
87,bbc food recipe thai green chicken curry,['bbc food service thai green onion curry'],['bbc food recipe thai tea onion curry']
109,vote best documentary oscar poll express pls,['vote best documentary films poll express preferences'],['vote best documentary oscar golden express ！']
108,identity theft cost infographic,['identity theft cost calculations'],['identity theft cost system']
21,rahm emanuel chicago ballot news,['rahm emanuel chicago city archive'],['francis emanuel chicago ballot 1993']
104,remember alex brown,['remember alex.'],['remember jane brown']
10,keeping informed,['keeping posted'],['keeping was']
99,thumb xoom super bowl commercial great dig earphone,['thumb xoom super bowl microphone wireless wireless earphone'],['thumb game super bowl commercial great german earphone']
55,burn pound today day check burn fat,['burn pound same day check burn pound'],['burn pound today to check burn down']
66,attack journalist send message lt gt cnbc twitter lt gt,['attack post posted a lt gt cnbc twitter lt twitter'],['attack journalist send message outside and cnbc twitter [UNK] gt']
70,death rock roll sunday farmer market sunday farmer market crisis bu,['death rock roll vegan farmer market sunday farmer management crisis depression'],['death rock roll sunday farmer farm sunday farmer market saturday...']
83,duck security expert warn stuxnet boomerang security,['duck security expert fears stuxnet infection spreads'],['universal security adds warn and boomerang security']
99,youtube video gm chevy super bowl commercial bumblebee,['youtube video gm chevy super cool video edit'],['sony video gm chevy super bowl commercial project']
96,sundance sexytime park city sundance,['sundance cities city city sundance'],['sundance sexytime film city 2007']
65,lady press ahead fitness campaign fort jackson sc obama battling childh,['lady pressing ahead fitness campaign months after sc obama battling childh'],['lady athletes in fitness campaign fort hill sc obama battling childh']
96,sundance interview demi moore airing tonight,['sundance interview demi moore TV show'],['recorded interview dana moore airing tonight']
55,buy acai berry weight loss product read buy acai berry weight loss product,['buy pear berry weight control product read buy apple berries weight loss product'],['buy acai in weight loss product request for acai berry weight loss product']
95,cnn tech hack facebook unlocks security facebook adding security feature afte,['cnn secret hack facebook unlocks security facebook secret security feature in'],['cnn tech alert which unlocks security facebook adding security for afte']
66,egypt journalist targeted hilton hotel cairo pro mubarak supporter led army rio,['egypt journalist targeted 80 de cairo pro mubarak he led army rio'],['egypt journalist targeted hilton hotel cairo assassin and supporter led army attack']
38,thousand protest jordan demand pm step,['thousand of jordan demand pm tax'],['the protest jordan demand the step']
84,sidney crosby concussion raise safety debate hockey spark discussion,['sidney crosby concussion triggers spirited debate hockey spark lawsuits'],['sidney crosby concussion raise safety ice arena spark discussion']
60,gear salmon fishing,['gear fly fishing'],['gear salmon ॥']
64,traffic depot update study city red light camera fewer fatal accident traffic camera,['traffic depot update study finds red camera camera fewer fatal on traffic camera'],['traffic depot photographic study city red light camera transit fatal accident map camera']
93,nyc feb entrepreneur fashion lover networkers join brightnight join,['nyc feb winter fashion editor to join brightnight join'],['nyc feb 2015 fashion lover networkers collaborate and join']
14,movie review rite anthony hopkins rite photo warner bros left explore,['movie review rite anthony hopkins on what op bros left explore'],['the review rite anthony grant rite city warner bros left explore']
67,espn nba celtic kendrick perkins knee surgery will season debut tuesday cavalier celtic,['espn centre Eric kendrick after knee replacement on season debut tuesday cavalier celtic'],['b team celtic kendrick perkins for surgery will season debut tuesday cavalier celtic']
62,seriously wonder american overweight starbucks trenta cup unhealthy detail,['seriously used american cherry or trenta cup unhealthy detail'],['seriously wonder which overweight starbucks baby smells unhealthy detail']
56,venezuela chavez threatens seize bank efe president hugo chavez threatened expropriate venezuelan,['venezuela allegedly threatens Mexican bank efe de hugo Trump threatened expropriate banking'],['venezuela chavez threatens peace international efe president hugo a threatened expropriate council']
52,disease health risk bed bug bite,['disease health by bed bug studies'],['disease health unknown bed bug minor']
24,joe buck seat couldn accommodated super bowl,['joe buck seat couldn or super easy'],['joe walsh still couldn accommodated super bowl']
41,hawaii offer obama birth document honolulu jan upi bid quiet birthers hawaiian legisl,['hawaii census obama birth document honolulu vi upi keeps quiet for hawaiian senate'],['hawaii michelle obama birth sites honolulu jan upi alaska quiet birthers hawaiian territory']
92,wall street set edge labour market data eyed gmt future dow jones,['wall street construction edge labour market data eyed before future dow j'],['wall street set edge labour market long eyed in future jonathan jones']
14,movie review rite movie moviereviews,['movie review rite theatre review'],['site review rite of moviereviews']
36,dead moscow airport explosion cnn,['dead beach airport explosion video'],['dead moscow airport explosion 2003']
57,lake shore drive closed blizzard,['lake shore slammed by blizzard'],['atlantic shore drive closed blizzard']
98,tax proposed fund flood relief,['tax proposed fund flood control'],['tax proposed fund flood removal']
104,follow johnny mac jeanne pledge text drive,['follow johnny mac j pledge text bio'],['2013 johnny mac fleetwood pledge text drive']
71,murray djokovic battle fill vacuum,['murray as battle mind vacuum'],['murray djokovic wall or vacuum']
75,christina aguilera defends fumbling national anthem super bowl,['christina aguilera makes second national anthem jersey bowl'],['christina miller defends fumbling national championship super ॥']
80,ice scrutiny chipotle broadens,['ice definition now broadens'],['after scrutiny chipotle of']
96,anton yelchin choked felicity jones mtv sundance celebrity photo booth,['anton yelchin on felicity during mtv sundance 2011 coin booth'],['anton gotten choked up at mtv sundance celebrity photo booth']
11,robert kubica involved serious rallye accident,['robert rider involved serious bike accident'],['robert kubica involved by rallye system']
79,protest yemen,['protest theory'],['protest to']
36,news uk foreign office urgently checking briton caught explosion rep,['news uk taxi office urgently helped in caught explosion rep'],['news uk foreign office urgently told tower caught explosion as']
96,makeshift portrait studio sundance,['makeshift the studio setup'],['sterling portrait studio sundance']
104,luster texting driving,['luster in driving'],['luster texting and']
72,kinda wished lived life kim kardashian,['kinda wished lived something better e'],['it wished lived life kim pretty']
97,master scholarship international relation austria beasiswa scholarship,['master scholarship international relation scholar beasiswa david'],['master scholarship international studies scholarship beasiswa scholarship']
97,time thinking financial aid join fafsa day sunday dean,['time thinking financial aid join your day every morning'],['time line financial institutions join all day sunday dean']
14,rite review movie,['rite review transcript'],['tv review movie']
60,pm pm hosting baited sea fishing contest prize st,['pm pm hosting baited sea carving contest prize drawings'],['pm now hosting baited sea animal contest prize st']
99,vw superbowl commercial imho winner sweet adorable,['vw superbowl commercial pic very sweet adorable'],['best superbowl 2015 imho winner 2008 adorable']
55,healthy weight loss acai berry bamadems acai berry ambria dealcenter,['healthy weight gained natural berry roots acai berry ambria health'],['overall taste loss acai berry bamadems green and ambria dealcenter']
60,fly lt gt fishing lt gt film tour showing providing comfy winter escape,['fly lt ice fishing ro gt snow rental showing providing comfy winter escape'],['fly lt gt fishing lt gt film tour showing the comfy fun safari']
55,acai berry health benefit weight loss improvement,['acai berry health & weight control improvement'],['acai berry health benefit weight and social']
60,fishing delaware water gap national recreation area article delaware water gap national recreation,['fishing lakes sewage gap national recreation featured article delaware water deficit national recreation'],['fishing delaware water tap national recreation a northern delaware water gap national recreation']
96,sundance film festival bing style check scene sundance film festival bing,['sundance film theatre bing style check Out sundance and festival logo'],['sundance film festival and style check to shorts film festival bing']
99,status chevy cruze super bowl ad love superbowl commercial check imabzzagenr,['status la cruze super love ad love contest win check imabzzagenr'],['status quo cruze fiesta bowl ad love superbowl bottom check live']
55,acai berry weight loss diet plan healthy weight reduction number diet plan,['acai berry weight change diet plan healthy glucose reduction number diet recommendations'],['acai berry weight gain diet plan healthy character loss number diet plan']
60,game fish seek ferret finding volunteer arizona game fish department offering rare opportuni,['game fish - ferret and volunteer arizona game fish population produces rare opportuni'],['game fish the ferret at volunteer arizona fine fish in offering rare opportuni']
96,mary kate ashley olsen younger sister hit sundance,['mary kate ashley olsen younger throat cancer back'],['mary kate as olsen younger star hit sundance']
104,well cant drive thing will text drive,['well cant wait I will text drive'],['well cant drive thing on e drive']
55,weight loss diet plan acai berry antioxidant popular supplement include antioxidant rich acai berry,['weight healthy diet recommended acai berry antioxidant oil supplement include antioxidants rich acai berry'],['root loss drink plan acai berry some popular supplement include antioxidant rich vitamin seed']
94,horse racing handicapping,['horse racing by'],['horse handicap handicapping']
19,hey mid hudson public employee job security mclaughlin hope helped,['hey mid hudson public defender went to mclaughlin hope helped'],['hey mid hudson public employee project for mclaughlin hope helped']
